job,marital,education,default,housing,loan,contact,month,poutcome
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,nov,unknown
management,married,tertiary,no,no,yes,cellular,jul,unknown
retired,married,primary,no,no,no,telephone,feb,success
retired,married,primary,no,no,no,cellular,may,unknown
services,married,tertiary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,yes,telephone,jul,unknown
blue-collar,divorced,primary,no,yes,no,cellular,may,other
blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown
management,married,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
technician,divorced,secondary,no,yes,no,cellular,nov,failure
management,divorced,tertiary,no,no,no,cellular,feb,failure
technician,married,secondary,no,yes,no,unknown,may,unknown
technician,married,tertiary,no,yes,no,cellular,jan,unknown
unknown,married,unknown,no,no,no,cellular,aug,unknown
entrepreneur,married,secondary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,yes,yes,cellular,may,failure
blue-collar,married,secondary,no,no,no,cellular,nov,unknown
retired,married,primary,no,yes,yes,cellular,aug,unknown
blue-collar,married,secondary,no,no,yes,unknown,jun,unknown
technician,single,tertiary,no,no,no,cellular,nov,unknown
technician,married,secondary,no,no,no,unknown,jun,unknown
services,divorced,primary,no,no,yes,cellular,jul,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
management,divorced,unknown,no,no,no,cellular,mar,unknown
admin,married,secondary,no,yes,no,cellular,jul,unknown
management,married,secondary,no,yes,no,telephone,apr,unknown
management,married,secondary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,cellular,apr,failure
management,married,tertiary,no,no,no,cellular,may,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,no,yes,cellular,jul,unknown
management,single,tertiary,no,yes,yes,cellular,feb,failure
management,single,tertiary,yes,yes,no,unknown,may,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
services,single,secondary,no,no,no,cellular,jan,unknown
unemployed,single,secondary,no,no,no,cellular,feb,unknown
technician,single,secondary,no,no,no,cellular,jun,unknown
management,married,primary,no,yes,no,unknown,jun,unknown
blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,yes,unknown,feb,unknown
services,married,secondary,no,yes,yes,unknown,may,unknown
entrepreneur,married,tertiary,no,no,no,cellular,feb,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
self-employed,married,tertiary,no,no,yes,cellular,jul,unknown
services,single,secondary,no,yes,no,cellular,nov,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
technician,divorced,secondary,no,no,no,unknown,may,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,no,no,telephone,nov,unknown
technician,married,secondary,no,yes,no,cellular,nov,unknown
student,single,unknown,no,no,no,cellular,apr,failure
management,divorced,secondary,no,no,no,cellular,jul,unknown
blue-collar,single,secondary,no,yes,yes,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,yes,yes,unknown,may,unknown
technician,married,tertiary,no,yes,no,unknown,may,unknown
entrepreneur,married,secondary,no,yes,no,unknown,jun,unknown
management,single,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
admin,divorced,secondary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown
management,single,tertiary,no,no,no,cellular,jan,unknown
technician,married,tertiary,no,no,yes,cellular,aug,unknown
management,divorced,tertiary,no,yes,no,unknown,may,unknown
self-employed,divorced,secondary,no,no,no,unknown,aug,unknown
management,single,tertiary,no,no,no,cellular,feb,unknown
retired,married,secondary,no,no,no,cellular,aug,unknown
self-employed,married,tertiary,no,yes,no,cellular,feb,failure
management,single,tertiary,no,yes,no,unknown,may,unknown
management,divorced,primary,no,no,no,unknown,jun,unknown
technician,single,tertiary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,yes,no,cellular,nov,failure
housemaid,married,primary,no,yes,no,cellular,may,unknown
self-employed,married,secondary,no,no,no,cellular,nov,unknown
retired,married,tertiary,no,no,yes,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown
technician,single,tertiary,no,yes,yes,cellular,nov,other
technician,married,secondary,no,no,no,cellular,sep,other
entrepreneur,married,secondary,no,no,no,cellular,feb,failure
services,divorced,secondary,no,no,no,cellular,jul,unknown
student,single,secondary,no,yes,no,cellular,nov,unknown
retired,married,tertiary,no,yes,no,unknown,may,unknown
retired,married,unknown,no,no,no,cellular,aug,unknown
retired,married,primary,no,no,no,cellular,aug,unknown
blue-collar,single,primary,no,yes,yes,unknown,jun,unknown
admin,single,secondary,no,yes,yes,cellular,may,unknown
blue-collar,divorced,primary,no,yes,no,unknown,may,unknown
unemployed,single,tertiary,no,yes,no,cellular,feb,unknown
unknown,married,unknown,no,no,no,telephone,jul,unknown
self-employed,married,secondary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,no,no,cellular,feb,success
services,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,yes,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
technician,single,secondary,no,no,no,cellular,nov,success
services,married,secondary,no,yes,no,telephone,jul,unknown
retired,married,primary,no,no,no,telephone,feb,unknown
admin,single,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,no,no,cellular,jul,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
admin,single,secondary,no,yes,no,cellular,nov,other
management,single,tertiary,yes,yes,no,cellular,apr,unknown
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,telephone,may,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,yes,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,jan,unknown
blue-collar,divorced,primary,no,yes,no,unknown,jun,unknown
management,single,tertiary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
unemployed,married,secondary,no,yes,no,cellular,apr,other
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,no,yes,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
retired,married,primary,no,no,no,cellular,nov,unknown
management,single,tertiary,no,no,yes,cellular,aug,unknown
admin,single,secondary,no,yes,no,cellular,jun,failure
entrepreneur,married,tertiary,yes,yes,yes,unknown,may,unknown
technician,divorced,secondary,no,yes,no,cellular,aug,unknown
housemaid,divorced,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,single,tertiary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,yes,no,cellular,oct,failure
management,married,tertiary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,feb,other
services,married,secondary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,no,yes,cellular,feb,unknown
unemployed,single,tertiary,no,yes,no,cellular,may,unknown
services,married,secondary,no,yes,no,telephone,jul,unknown
admin,married,secondary,no,no,no,telephone,jul,unknown
self-employed,divorced,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,unknown,sep,unknown
management,single,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
retired,married,secondary,no,no,no,cellular,aug,other
blue-collar,married,secondary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,no,yes,unknown,jun,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,nov,unknown
services,divorced,secondary,no,yes,no,telephone,nov,unknown
technician,married,secondary,no,yes,no,cellular,may,failure
services,single,tertiary,no,yes,no,cellular,apr,other
blue-collar,married,primary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,no,no,cellular,apr,unknown
admin,married,secondary,no,yes,no,cellular,feb,failure
admin,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,yes,no,cellular,may,failure
services,married,secondary,no,no,no,cellular,aug,unknown
retired,married,primary,no,no,no,cellular,dec,unknown
blue-collar,married,secondary,no,yes,no,telephone,may,unknown
blue-collar,married,primary,no,yes,no,cellular,may,unknown
admin,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,yes,yes,no,cellular,jul,unknown
management,single,unknown,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,jul,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,may,failure
admin,married,secondary,no,yes,yes,cellular,apr,unknown
technician,married,primary,no,yes,no,unknown,may,unknown
retired,divorced,primary,no,yes,no,unknown,may,unknown
retired,married,primary,no,no,no,cellular,feb,unknown
management,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
retired,married,tertiary,no,no,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,apr,failure
services,married,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,cellular,nov,failure
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,no,no,cellular,feb,other
unemployed,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
admin,married,secondary,no,no,no,cellular,jul,unknown
housemaid,married,secondary,yes,yes,no,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
services,married,unknown,no,yes,no,cellular,may,failure
housemaid,married,primary,no,no,yes,cellular,aug,unknown
housemaid,single,secondary,no,no,no,telephone,jan,unknown
retired,married,tertiary,no,no,yes,cellular,jul,unknown
retired,married,secondary,no,no,no,cellular,oct,unknown
management,single,tertiary,no,yes,yes,unknown,jun,unknown
management,married,tertiary,no,yes,no,cellular,nov,unknown
self-employed,married,tertiary,no,no,no,cellular,aug,unknown
technician,single,unknown,no,no,no,unknown,jun,unknown
management,divorced,tertiary,no,no,no,cellular,feb,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,divorced,primary,no,no,yes,unknown,jul,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,nov,unknown
blue-collar,married,primary,no,yes,yes,unknown,may,unknown
technician,married,primary,no,no,no,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,cellular,nov,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
admin,divorced,secondary,yes,yes,no,cellular,may,failure
technician,divorced,tertiary,no,no,yes,cellular,jul,unknown
services,married,tertiary,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,no,cellular,apr,failure
technician,married,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,no,no,cellular,apr,unknown
blue-collar,married,primary,no,no,no,telephone,may,failure
management,married,primary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,cellular,feb,failure
services,married,secondary,no,yes,no,cellular,may,unknown
management,divorced,tertiary,no,no,no,unknown,jun,unknown
admin,single,secondary,no,no,no,cellular,oct,unknown
retired,married,secondary,no,no,no,cellular,jul,unknown
services,single,secondary,no,no,no,cellular,jul,unknown
management,single,tertiary,no,yes,no,cellular,may,unknown
admin,married,secondary,no,yes,no,cellular,may,failure
technician,married,secondary,no,yes,no,unknown,may,unknown
retired,married,primary,no,no,yes,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
services,divorced,secondary,no,yes,yes,cellular,may,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,cellular,may,unknown
retired,married,secondary,no,yes,no,unknown,jun,unknown
admin,single,secondary,no,no,yes,cellular,jul,unknown
management,single,secondary,no,no,yes,cellular,aug,unknown
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
technician,single,tertiary,no,yes,no,unknown,may,unknown
admin,divorced,secondary,no,no,yes,unknown,jun,unknown
management,married,secondary,no,yes,no,cellular,nov,unknown
blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown
blue-collar,single,secondary,no,yes,no,unknown,jun,unknown
technician,divorced,secondary,no,yes,yes,cellular,jul,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,no,yes,cellular,jul,unknown
unemployed,married,secondary,yes,no,no,cellular,nov,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
entrepreneur,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
admin,married,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,no,no,no,unknown,jun,unknown
retired,married,secondary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown
blue-collar,married,primary,yes,no,yes,cellular,jul,unknown
management,single,tertiary,no,no,no,telephone,jul,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,no,yes,cellular,jul,unknown
blue-collar,single,primary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,no,yes,cellular,feb,unknown
blue-collar,single,primary,no,no,no,cellular,jul,unknown
admin,married,primary,no,no,yes,cellular,aug,unknown
technician,single,secondary,no,yes,no,unknown,jun,unknown
blue-collar,divorced,primary,yes,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
technician,married,tertiary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
technician,married,unknown,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,yes,no,cellular,jul,unknown
entrepreneur,married,tertiary,no,no,no,telephone,nov,unknown
technician,married,secondary,no,no,no,telephone,feb,other
blue-collar,married,primary,no,yes,no,unknown,may,unknown
entrepreneur,single,tertiary,no,yes,no,cellular,may,failure
blue-collar,married,secondary,no,no,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
management,married,primary,no,yes,no,cellular,may,failure
technician,married,secondary,no,yes,no,unknown,may,unknown
retired,single,secondary,no,no,no,unknown,jun,unknown
services,divorced,secondary,no,yes,yes,cellular,may,failure
management,single,tertiary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,no,no,cellular,oct,unknown
self-employed,married,unknown,no,yes,no,cellular,may,other
unemployed,married,unknown,no,no,no,cellular,feb,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,no,yes,unknown,jul,unknown
blue-collar,single,secondary,no,yes,no,cellular,apr,failure
unemployed,married,secondary,no,yes,no,cellular,may,failure
technician,married,secondary,no,yes,no,unknown,may,unknown
entrepreneur,married,secondary,no,no,no,cellular,nov,unknown
management,married,tertiary,yes,no,no,cellular,aug,unknown
services,married,secondary,no,no,yes,cellular,jul,unknown
technician,married,tertiary,no,no,no,cellular,jun,unknown
blue-collar,married,secondary,no,no,no,cellular,jan,failure
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,no,no,cellular,apr,unknown
technician,married,unknown,no,yes,yes,telephone,nov,unknown
blue-collar,married,secondary,no,yes,yes,cellular,may,failure
management,divorced,tertiary,no,yes,no,unknown,jun,unknown
services,single,secondary,no,no,no,telephone,jun,other
blue-collar,married,unknown,no,yes,no,unknown,may,unknown
self-employed,married,tertiary,no,no,no,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,unknown
management,single,tertiary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,no,yes,cellular,aug,unknown
blue-collar,single,primary,no,no,yes,unknown,jun,unknown
self-employed,single,primary,no,yes,yes,cellular,nov,unknown
management,married,tertiary,no,no,no,unknown,jun,unknown
retired,married,primary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,yes,no,cellular,aug,unknown
technician,married,tertiary,no,yes,yes,cellular,may,failure
management,divorced,tertiary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,yes,cellular,may,failure
blue-collar,married,tertiary,no,no,no,cellular,nov,unknown
management,single,tertiary,yes,no,no,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,nov,unknown
admin,divorced,secondary,no,no,no,cellular,jun,other
technician,married,secondary,no,no,no,cellular,nov,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
retired,married,tertiary,no,no,yes,cellular,jan,unknown
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown
blue-collar,single,unknown,no,no,no,unknown,jun,unknown
admin,divorced,secondary,no,yes,no,cellular,may,unknown
technician,married,secondary,no,yes,no,cellular,nov,unknown
management,divorced,tertiary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,nov,failure
blue-collar,married,primary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,no,no,unknown,jun,unknown
retired,single,primary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,no,no,telephone,apr,unknown
blue-collar,divorced,secondary,no,yes,yes,unknown,may,unknown
management,married,secondary,no,yes,no,cellular,apr,failure
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,no,no,cellular,oct,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,no,cellular,may,other
blue-collar,married,primary,no,no,no,cellular,aug,unknown
blue-collar,married,unknown,no,yes,no,unknown,jun,unknown
entrepreneur,married,tertiary,no,no,no,cellular,sep,unknown
management,married,unknown,no,yes,no,cellular,nov,other
unemployed,married,secondary,no,no,no,cellular,nov,failure
unknown,married,tertiary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,divorced,primary,no,yes,yes,unknown,may,unknown
technician,married,secondary,no,yes,yes,cellular,feb,failure
admin,single,secondary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,yes,yes,cellular,may,unknown
blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown
unemployed,married,secondary,no,yes,no,cellular,jan,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
entrepreneur,single,unknown,no,no,no,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,cellular,jul,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
admin,divorced,secondary,no,no,yes,cellular,jul,unknown
admin,married,secondary,no,no,yes,cellular,feb,unknown
management,married,tertiary,yes,yes,no,cellular,jul,unknown
technician,divorced,secondary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,yes,yes,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,yes,no,telephone,jan,unknown
blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,no,no,telephone,jun,unknown
technician,single,secondary,no,no,no,cellular,may,failure
services,single,secondary,no,yes,no,unknown,may,unknown
entrepreneur,single,tertiary,no,yes,yes,cellular,nov,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
retired,married,primary,no,no,no,telephone,feb,unknown
self-employed,married,secondary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,divorced,secondary,no,yes,yes,unknown,jun,unknown
admin,single,secondary,no,yes,no,telephone,jul,unknown
technician,married,tertiary,no,yes,no,cellular,nov,unknown
technician,single,secondary,no,no,yes,cellular,jul,unknown
technician,divorced,tertiary,no,yes,no,cellular,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
management,married,tertiary,no,yes,yes,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,feb,failure
blue-collar,married,secondary,no,yes,no,cellular,nov,failure
technician,divorced,secondary,no,no,yes,cellular,aug,unknown
blue-collar,married,secondary,no,yes,yes,cellular,apr,failure
technician,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,unknown,no,yes,yes,cellular,may,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
admin,divorced,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,nov,unknown
student,single,unknown,no,no,no,cellular,feb,unknown
management,divorced,tertiary,no,yes,no,unknown,jun,unknown
services,married,secondary,no,yes,no,cellular,jan,failure
management,divorced,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
housemaid,married,primary,no,no,no,telephone,jul,unknown
unknown,single,unknown,no,no,no,telephone,jan,unknown
technician,single,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,no,no,unknown,jun,unknown
technician,married,tertiary,no,yes,yes,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
retired,married,unknown,no,no,no,cellular,oct,unknown
management,married,tertiary,no,yes,no,unknown,may,unknown
unknown,married,tertiary,no,no,no,cellular,aug,failure
retired,married,unknown,no,no,no,cellular,aug,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,yes,cellular,nov,failure
admin,married,secondary,no,yes,no,cellular,nov,unknown
self-employed,single,primary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,no,yes,unknown,jun,unknown
technician,married,secondary,no,yes,no,cellular,may,failure
management,single,tertiary,no,yes,no,unknown,may,unknown
blue-collar,divorced,secondary,no,no,no,cellular,jan,unknown
management,single,unknown,no,yes,no,unknown,may,unknown
housemaid,married,secondary,no,no,no,cellular,nov,success
management,married,tertiary,no,yes,no,telephone,may,unknown
retired,married,secondary,no,no,yes,cellular,jul,unknown
housemaid,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown
services,married,secondary,no,yes,no,unknown,jun,unknown
retired,married,secondary,no,no,no,cellular,mar,other
services,single,secondary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,no,no,telephone,jul,unknown
retired,married,secondary,no,yes,no,cellular,may,unknown
unemployed,married,secondary,no,yes,no,telephone,jul,unknown
technician,single,tertiary,no,no,no,unknown,jun,unknown
technician,married,secondary,no,yes,yes,unknown,jul,unknown
services,married,primary,no,yes,no,cellular,nov,unknown
management,single,tertiary,yes,no,no,cellular,jan,unknown
blue-collar,single,unknown,no,no,no,telephone,jul,unknown
technician,married,secondary,no,yes,yes,unknown,may,unknown
management,single,tertiary,no,no,yes,cellular,aug,unknown
admin,married,secondary,no,yes,no,cellular,oct,failure
admin,single,secondary,no,no,yes,cellular,jul,unknown
housemaid,single,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,yes,no,cellular,may,unknown
self-employed,married,secondary,no,no,no,cellular,aug,unknown
housemaid,married,primary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,cellular,jan,unknown
admin,single,secondary,no,no,no,telephone,jul,unknown
blue-collar,divorced,primary,no,no,no,unknown,jun,unknown
technician,married,tertiary,no,no,no,cellular,jan,unknown
blue-collar,married,secondary,no,no,no,cellular,may,unknown
blue-collar,married,secondary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,yes,yes,cellular,may,unknown
management,married,tertiary,no,yes,no,cellular,nov,failure
blue-collar,single,primary,no,yes,no,telephone,may,unknown
management,single,tertiary,no,yes,no,cellular,jul,unknown
services,single,secondary,no,no,yes,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,cellular,feb,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
admin,single,secondary,no,yes,no,unknown,may,unknown
entrepreneur,married,secondary,no,yes,no,cellular,may,unknown
services,married,primary,no,yes,no,unknown,may,unknown
services,married,unknown,no,yes,no,telephone,jul,unknown
blue-collar,married,secondary,no,no,no,cellular,nov,unknown
services,single,secondary,no,yes,no,unknown,may,unknown
self-employed,single,tertiary,no,yes,no,unknown,may,unknown
technician,married,secondary,no,no,no,cellular,nov,failure
admin,married,secondary,no,yes,no,cellular,jul,failure
retired,married,secondary,no,no,yes,cellular,aug,unknown
management,single,secondary,no,yes,no,cellular,may,failure
self-employed,married,tertiary,no,no,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
services,married,secondary,no,yes,yes,cellular,nov,unknown
management,single,tertiary,no,yes,no,cellular,nov,unknown
management,single,tertiary,no,yes,no,unknown,jun,unknown
self-employed,married,secondary,no,no,yes,cellular,jul,unknown
retired,divorced,secondary,no,no,no,cellular,jan,unknown
management,married,tertiary,no,yes,no,cellular,nov,unknown
technician,married,secondary,no,no,no,telephone,feb,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
management,married,tertiary,no,no,no,cellular,apr,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown
unemployed,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown
retired,married,primary,no,yes,no,telephone,apr,unknown
technician,married,unknown,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,yes,cellular,nov,unknown
management,single,tertiary,no,yes,no,cellular,jul,unknown
blue-collar,divorced,primary,no,yes,no,cellular,may,unknown
unemployed,divorced,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,yes,cellular,apr,failure
management,married,tertiary,no,yes,no,cellular,nov,unknown
self-employed,married,primary,no,no,no,unknown,jun,unknown
entrepreneur,married,secondary,no,no,no,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,telephone,jul,unknown
blue-collar,single,secondary,no,no,no,cellular,feb,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
self-employed,married,secondary,no,yes,no,unknown,may,unknown
self-employed,single,tertiary,no,no,no,telephone,jan,unknown
admin,married,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,cellular,may,failure
management,married,secondary,no,no,no,cellular,aug,unknown
management,divorced,primary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,yes,no,cellular,jul,unknown
technician,single,secondary,no,yes,yes,cellular,aug,unknown
management,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,yes,unknown,may,unknown
